"Newbie" "Age" "Gender" "Household.Income" "Sexual.Preference" "Education.Attainment" "Major.Occupation" "Marital.Status"
1 53 "Female" "$40-49" "Heterosexual" "Some College" "Other" "Married"
0 28 "Female" "$50-74" "Heterosexual" "Other" "Other" "Other"
0 26 "Female" "$75-99" "Heterosexual" "Professional" "Professional" "Other"
0 38 "Male" "$75-99" "Heterosexual" "High School" "Computer" "Married"
1 66 "Male" "$50-74" "Heterosexual" "College" "Professional" "Married"
0 35 "Male" "$75-99" "Heterosexual" "Some College" "Professional" "Divorced"
0 22 "Male" "Under $10" "Heterosexual" "College" "Education" "Single"
0 51 "Female" "$50-74" "Heterosexual" "Some College" "Other" "Divorced"
0 33 "Male" "$10-19" "Heterosexual" "Grammar" "Other" "Married"
0 63 "Male" "Over $100" "Heterosexual" "Some College" "Other" "Married"
0 21 "Male" "$10-19" "Heterosexual" "Some College" "Other" "Other"
0 26 "Female" "$50-74" "Heterosexual" "Masters" "Management" "Married"
1 32 "Male" "$20-29" "Heterosexual" "Some College" "Other" "Single"
0 29 "Male" "$40-49" "Heterosexual" "Masters" "Professional" "Married"
1 27 "Male" "$40-49" "Heterosexual" "College" "Professional" "Married"
0 45 "Female" "$50-74" "Heterosexual" "College" "Professional" "Married"
0 50 "Male" "$30-39" "Heterosexual" "Masters" "Education" "Married"
0 33 "Female" "$75-99" "Heterosexual" "College" "Computer" "Married"
0 34 "Male" "$75-99" "Heterosexual" "Some College" "Computer" "Married"
1 43 "Female" "$50-74" "Heterosexual" "College" "Education" "Married"
1 27 "Male" "$10-19" "Heterosexual" "Some College" "Other" "Single"
0 50 "Male" "$50-74" "Heterosexual" "College" "Professional" "Married"
0 24 "Female" "$20-29" "Heterosexual" "College" "Computer" "Single"
0 30 "Female" "$75-99" "Heterosexual" "College" "Computer" "Married"
1 32 "Male" "$20-29" "Heterosexual" "Professional" "Management" "Single"
0 36 "Male" "$75-99" "Heterosexual" "Masters" "Education" "Married"
0 24 "Female" "$20-29" "Heterosexual" "Masters" "Computer" "Other"
0 37 "Male" "$50-74" "Heterosexual" "College" "Computer" "Married"
0 45 "Male" "Over $100" "Heterosexual" "Some College" "Computer" "Married"
0 22 "Male" "$20-29" "Heterosexual" "Some College" "Computer" "Single"
0 26 "Male" "$40-49" "Heterosexual" "Some College" "Professional" "Other"
0 26 "Female" "$20-29" "Heterosexual" "Masters" "Other" "Single"
1 38 "Male" "$50-74" "Heterosexual" "Some College" "Computer" "Married"
0 45 "Male" "$75-99" "Heterosexual" "College" "Other" "Married"
1 48 "Male" "Over $100" "Heterosexual" "Special" "Professional" "Married"
0 47 "Male" "$50-74" "Heterosexual" "College" "Computer" "Married"
0 57 "Male" "$10-19" "Heterosexual" "Masters" "Education" "Divorced"
0 58 "Male" "Over $100" "Heterosexual" "Doctoral" "Education" "Married"
0 42 "Male" "$40-49" "Gay male" "Some College" "Computer" "Single"
0 30 "Male" "$75-99" "Heterosexual" "College" "Management" "Married"
1 39 "Female" "Over $100" "Heterosexual" "Professional" "Professional" "Married"
0 21 "Male" "$30-39" "Heterosexual" "Some College" "Education" "Single"
0 40 "Female" "$40-49" "Heterosexual" "Masters" "Education" "Married"
0 25 "Male" "Under $10" "Heterosexual" "College" "Education" "Single"
0 33 "Male" "$40-49" "Heterosexual" "College" "Professional" "Married"
1 50 "Female" "$10-19" "Heterosexual" "College" "Professional" "Married"
0 30 "Male" "Over $100" "Heterosexual" "Masters" "Computer" "Married"
1 28 "Female" "$10-19" "Heterosexual" "Some College" "Other" "Married"
0 37 "Male" "$50-74" "Heterosexual" "Masters" "Computer" "Married"
0 20 "Male" "$10-19" "Heterosexual" "Some College" "Computer" "Single"
0 30 "Male" "$10-19" "Heterosexual" "Masters" "Education" "Single"
0 25 "Female" "$50-74" "Heterosexual" "College" "Professional" "Married"
0 32 "Male" "$20-29" "Heterosexual" "Doctoral" "Education" "Other"
1 48 "Male" "$20-29" "Gay male" "College" "Computer" "Single"
0 25 "Male" "$30-39" "Heterosexual" "Some College" "Computer" "Single"
0 58 "Male" "Over $100" "Heterosexual" "College" "Professional" "Married"
0 23 "Male" "$50-74" "Heterosexual" "College" "Computer" "Single"
0 24 "Male" "$75-99" "Heterosexual" "High School" "Education" "Single"
0 20 "Male" "$50-74" "Heterosexual" "Some College" "Education" "Single"
0 25 "Male" "$20-29" "Heterosexual" "Masters" "Professional" "Single"
0 49 "Male" "$50-74" "Heterosexual" "College" "Computer" "Married"
1 39 "Female" "$50-74" "Heterosexual" "High School" "Other" "Married"
0 40 "Female" "$50-74" "Heterosexual" "College" "Management" "Married"
0 32 "Female" "$50-74" "Heterosexual" "College" "Computer" "Other"
0 25 "Male" "$30-39" "Heterosexual" "Some College" "Computer" "Single"
0 54 "Male" "$40-49" "Heterosexual" "Masters" "Computer" "Married"
1 16 "Female" "$40-49" "Heterosexual" "Grammar" "Education" "Single"
0 37 "Female" "$30-39" "Heterosexual" "Doctoral" "Computer" "Single"
1 51 "Male" "$50-74" "Heterosexual" "Some College" "Management" "Married"
1 44 "Female" "$75-99" "Heterosexual" "College" "Professional" "Married"
0 24 "Male" "$40-49" "Heterosexual" "College" "Computer" "Single"
0 22 "Male" "$30-39" "Heterosexual" "Some College" "Computer" "Single"
0 51 "Male" "$50-74" "Bisexual" "Doctoral" "Education" "Married"
0 38 "Male" "$75-99" "Heterosexual" "Masters" "Computer" "Married"
0 30 "Female" "$50-74" "Heterosexual" "Masters" "Computer" "Other"
0 36 "Male" "$40-49" "Heterosexual" "High School" "Computer" "Married"
0 27 "Female" "$30-39" "Heterosexual" "College" "Professional" "Married"
0 37 "Male" "$50-74" "Heterosexual" "Some College" "Management" "Married"
1 28 "Male" "$40-49" "Bisexual" "College" "Computer" "Married"
0 27 "Male" "$20-29" "Heterosexual" "College" "Education" "Single"
0 30 "Male" "$75-99" "Heterosexual" "College" "Computer" "Married"
0 39 "Male" "$50-74" "Heterosexual" "Some College" "Computer" "Married"
0 44 "Male" "$75-99" "Heterosexual" "Special" "Computer" "Married"
1 18 "Male" "$50-74" "Heterosexual" "High School" "Computer" "Single"
0 31 "Female" "$30-39" "Heterosexual" "Some College" "Other" "Married"
0 32 "Female" "$40-49" "Bisexual" "Masters" "Education" "Married"
0 31 "Male" "$30-39" "Gay male" "Some College" "Computer" "Single"
0 29 "Male" "Over $100" "Heterosexual" "College" "Computer" "Other"
0 26 "Male" "$20-29" "Heterosexual" "Some College" "Computer" "Other"
1 28 "Male" "$10-19" "Heterosexual" "High School" "Education" "Single"
0 40 "Female" "Over $100" "Heterosexual" "College" "Professional" "Married"
0 27 "Male" "$30-39" "Heterosexual" "Some College" "Computer" "Single"
0 21 "Male" "$20-29" "Gay male" "High School" "Computer" "Single"
0 38 "Male" "$50-74" "Heterosexual" "College" "Computer" "Married"
1 21 "Male" "$50-74" "Heterosexual" "Some College" "Management" "Single"
0 52 "Female" "$40-49" "Heterosexual" "College" "Computer" "Married"
0 26 "Male" "Under $10" "Heterosexual" "Masters" "Education" "Single"
0 18 "Male" "Over $100" "Heterosexual" "High School" "Education" "Single"
0 45 "Male" "$40-49" "Heterosexual" "College" "Professional" "Married"
0 50 "Male" "$75-99" "Heterosexual" "Masters" "Management" "Married"
0 30 "Male" "$40-49" "Heterosexual" "Professional" "Professional" "Married"
0 39 "Female" "Over $100" "Heterosexual" "College" "Professional" "Married"
0 23 "Female" "$10-19" "Heterosexual" "Some College" "Education" "Single"
1 54 "Female" "$50-74" "Heterosexual" "Some College" "Management" "Married"
1 27 "Female" "$30-39" "Heterosexual" "Special" "Computer" "Single"
1 39 "Female" "Over $100" "Heterosexual" "College" "Management" "Married"
0 22 "Male" "Under $10" "Heterosexual" "High School" "Education" "Single"
1 33 "Male" "$40-49" "Gay male" "Masters" "Professional" "Single"
0 40 "Female" "$75-99" "Heterosexual" "Some College" "Computer" "Married"
0 48 "Male" "Over $100" "Heterosexual" "Doctoral" "Education" "Married"
0 33 "Female" "$20-29" "Lesbian" "Masters" "Education" "Single"
1 58 "Male" "Over $100" "Heterosexual" "Professional" "Professional" "Married"
0 47 "Male" "$75-99" "Heterosexual" "Masters" "Computer" "Married"
0 39 "Male" "$40-49" "Heterosexual" "College" "Professional" "Married"
1 31 "Male" "$20-29" "Heterosexual" "College" "Education" "Married"
0 26 "Male" "$30-39" "Heterosexual" "Some College" "Education" "Single"
1 36 "Female" "$50-74" "Heterosexual" "Some College" "Professional" "Married"
0 21 "Male" "Over $100" "Bisexual" "Some College" "Computer" "Single"
0 32 "Male" "$20-29" "Bisexual" "Some College" "Computer" "Married"
0 20 "Male" "$30-39" "Bisexual" "College" "Computer" "Single"
0 52 "Male" "Over $100" "Heterosexual" "College" "Professional" "Married"
0 28 "Male" "$10-19" "Heterosexual" "College" "Education" "Single"
0 48 "Male" "$75-99" "Heterosexual" "Masters" "Education" "Married"
0 25 "Male" "$30-39" "Heterosexual" "College" "Computer" "Single"
0 47 "Female" "$50-74" "Heterosexual" "Masters" "Professional" "Divorced"
1 44 "Male" "$50-74" "Heterosexual" "Some College" "Professional" "Married"
0 27 "Male" "$30-39" "Heterosexual" "Masters" "Computer" "Other"
1 55 "Female" "$20-29" "Heterosexual" "Professional" "Professional" "Divorced"
0 28 "Male" "$30-39" "Heterosexual" "Some College" "Professional" "Married"
0 45 "Male" "$50-74" "Heterosexual" "Some College" "Professional" "Married"
0 24 "Male" "$10-19" "Heterosexual" "Masters" "Education" "Other"
0 42 "Female" "$40-49" "Heterosexual" "College" "Computer" "Separated"
0 26 "Male" "$50-74" "Heterosexual" "Masters" "Computer" "Single"
1 48 "Male" "$40-49" "Heterosexual" "Masters" "Education" "Married"
0 24 "Male" "$50-74" "Heterosexual" "College" "Computer" "Single"
0 21 "Male" "$30-39" "Heterosexual" "Some College" "Computer" "Single"
1 40 "Male" "$10-19" "Heterosexual" "Some College" "Other" "Single"
0 34 "Female" "$40-49" "Heterosexual" "College" "Professional" "Married"
1 34 "Male" "Over $100" "Heterosexual" "College" "Computer" "Married"
0 55 "Male" "Over $100" "Heterosexual" "Masters" "Management" "Married"
0 69 "Male" "$20-29" "Heterosexual" "College" "Other" "Married"
0 29 "Male" "$30-39" "Heterosexual" "Some College" "Computer" "Married"
0 35 "Female" "$40-49" "Heterosexual" "High School" "Education" "Married"
1 24 "Male" "$30-39" "Heterosexual" "Some College" "Computer" "Other"
0 50 "Male" "$30-39" "Heterosexual" "Masters" "Professional" "Single"
0 62 "Male" "Over $100" "Heterosexual" "College" "Professional" "Married"
0 53 "Male" "$40-49" "Heterosexual" "College" "Computer" "Married"
0 34 "Female" "Over $100" "Heterosexual" "Some College" "Education" "Married"
0 22 "Female" "$10-19" "Heterosexual" "Some College" "Education" "Single"
0 16 "Female" "Under $10" "Heterosexual" "High School" "Other" "Single"
0 25 "Male" "$50-74" "Gay male" "College" "Computer" "Other"
0 58 "Male" "$50-74" "Heterosexual" "Doctoral" "Professional" "Divorced"
0 28 "Male" "$40-49" "Gay male" "College" "Computer" "Single"
0 33 "Male" "$30-39" "Heterosexual" "Some College" "Computer" "Other"
0 36 "Male" "Over $100" "Heterosexual" "Doctoral" "Computer" "Married"
0 33 "Male" "$10-19" "Heterosexual" "College" "Education" "Single"
0 26 "Male" "$50-74" "Heterosexual" "College" "Education" "Married"
0 50 "Male" "Over $100" "Heterosexual" "Masters" "Computer" "Other"
0 51 "Male" "$75-99" "Heterosexual" "Special" "Other" "Single"
0 35 "Male" "$50-74" "Heterosexual" "College" "Computer" "Single"
0 34 "Male" "$20-29" "Gay male" "Masters" "Professional" "Other"
0 53 "Male" "Over $100" "Heterosexual" "College" "Management" "Married"
0 43 "Male" "$30-39" "Heterosexual" "Some College" "Professional" "Single"
0 27 "Male" "$10-19" "Heterosexual" "College" "Education" "Single"
0 25 "Male" "$20-29" "Heterosexual" "College" "Computer" "Other"
0 45 "Male" "$75-99" "Heterosexual" "College" "Computer" "Married"
0 42 "Male" "$50-74" "Heterosexual" "College" "Professional" "Married"
0 18 "Female" "Under $10" "Bisexual" "Some College" "Education" "Other"
0 22 "Male" "$50-74" "Heterosexual" "Some College" "Education" "Single"
0 39 "Female" "$50-74" "Heterosexual" "Some College" "Computer" "Divorced"
0 40 "Female" "$40-49" "Heterosexual" "Special" "Computer" "Married"
0 59 "Male" "$50-74" "Heterosexual" "College" "Computer" "Married"
0 23 "Male" "$20-29" "Heterosexual" "Some College" "Education" "Single"
0 37 "Female" "Over $100" "Lesbian" "Some College" "Computer" "Other"
0 19 "Male" "$20-29" "Heterosexual" "High School" "Computer" "Single"
1 33 "Male" "$10-19" "Heterosexual" "Some College" "Professional" "Married"
0 39 "Female" "$50-74" "Heterosexual" "Some College" "Other" "Married"
0 56 "Female" "$75-99" "Heterosexual" "Masters" "Management" "Married"
0 31 "Male" "$75-99" "Heterosexual" "Special" "Computer" "Married"
1 36 "Female" "$10-19" "Heterosexual" "High School" "Other" "Married"
0 34 "Male" "$10-19" "Heterosexual" "High School" "Computer" "Married"
1 19 "Male" "$50-74" "Heterosexual" "Some College" "Education" "Single"
0 23 "Male" "$50-74" "Heterosexual" "Special" "Education" "Single"
0 24 "Male" "$50-74" "Heterosexual" "College" "Professional" "Married"
0 31 "Male" "$50-74" "Heterosexual" "Masters" "Professional" "Married"
0 39 "Male" "$30-39" "Heterosexual" "Some College" "Computer" "Married"
0 25 "Female" "$30-39" "Heterosexual" "College" "Other" "Single"
0 38 "Female" "$30-39" "Heterosexual" "Some College" "Other" "Married"
0 28 "Male" "$40-49" "Heterosexual" "Some College" "Professional" "Other"
0 47 "Male" "$40-49" "Heterosexual" "Masters" "Education" "Married"
1 41 "Female" "Under $10" "Heterosexual" "High School" "Other" "Single"
1 42 "Male" "$75-99" "Heterosexual" "Professional" "Professional" "Other"
1 44 "Male" "$40-49" "Gay male" "College" "Professional" "Single"
1 43 "Male" "$40-49" "Heterosexual" "Some College" "Other" "Married"
0 37 "Male" "$75-99" "Heterosexual" "College" "Computer" "Married"
1 26 "Female" "$50-74" "Heterosexual" "College" "Education" "Married"
0 36 "Male" "$30-39" "Gay male" "Professional" "Professional" "Single"
0 38 "Male" "Over $100" "Heterosexual" "College" "Professional" "Married"
0 32 "Male" "$50-74" "Heterosexual" "Masters" "Computer" "Single"
1 80 "Male" "Over $100" "Heterosexual" "Professional" "Other" "Married"
1 39 "Male" "$50-74" "Heterosexual" "Some College" "Professional" "Married"
0 34 "Male" "$30-39" "Heterosexual" "College" "Education" "Married"
0 32 "Male" "$50-74" "Heterosexual" "College" "Professional" "Single"
0 40 "Male" "$50-74" "Heterosexual" "Some College" "Management" "Married"
0 48 "Male" "Over $100" "Heterosexual" "Some College" "Professional" "Married"
0 48 "Male" "$75-99" "Heterosexual" "Some College" "Other" "Married"
0 29 "Male" "$50-74" "Heterosexual" "College" "Management" "Married"
0 45 "Female" "$50-74" "Heterosexual" "Masters" "Professional" "Married"
0 48 "Male" "$50-74" "Heterosexual" "Special" "Computer" "Divorced"
0 44 "Female" "$50-74" "Heterosexual" "Some College" "Professional" "Married"
0 27 "Male" "$40-49" "Heterosexual" "College" "Computer" "Single"
0 67 "Male" "Over $100" "Heterosexual" "Other" "Other" "Married"
0 28 "Female" "$75-99" "Heterosexual" "College" "Professional" "Married"
0 44 "Male" "$40-49" "Heterosexual" "Some College" "Professional" "Married"
1 57 "Female" "$20-29" "Heterosexual" "College" "Professional" "Widowed"
0 54 "Male" "$20-29" "Heterosexual" "Some College" "Professional" "Married"
0 31 "Female" "Under $10" "Heterosexual" "High School" "Computer" "Single"
0 29 "Male" "$50-74" "Heterosexual" "Masters" "Computer" "Single"
0 28 "Male" "$50-74" "Heterosexual" "Masters" "Computer" "Other"
0 30 "Male" "Under $10" "Heterosexual" "College" "Education" "Single"
0 18 "Male" "$10-19" "Heterosexual" "High School" "Education" "Single"
0 50 "Male" "$50-74" "Heterosexual" "Some College" "Other" "Married"
0 27 "Male" "$50-74" "Heterosexual" "College" "Computer" "Married"
1 27 "Male" "$10-19" "Bisexual" "Some College" "Other" "Separated"
1 26 "Female" "$50-74" "Bisexual" "College" "Computer" "Married"
0 78 "Male" "$75-99" "Heterosexual" "Doctoral" "Professional" "Married"
0 43 "Male" "$50-74" "Heterosexual" "Some College" "Management" "Married"
1 46 "Male" "$50-74" "Heterosexual" "Special" "Professional" "Married"
0 31 "Female" "$75-99" "Heterosexual" "College" "Professional" "Other"
0 16 "Female" "$30-39" "Heterosexual" "Grammar" "Education" "Single"
1 49 "Female" "$50-74" "Heterosexual" "Some College" "Management" "Married"
0 36 "Male" "$50-74" "Heterosexual" "Some College" "Computer" "Married"
0 26 "Male" "$50-74" "Heterosexual" "Some College" "Computer" "Divorced"
0 46 "Male" "$30-39" "Heterosexual" "Some College" "Computer" "Divorced"
0 45 "Male" "$40-49" "Heterosexual" "Masters" "Computer" "Married"
0 37 "Male" "$40-49" "Heterosexual" "Professional" "Professional" "Married"
0 48 "Male" "$75-99" "Heterosexual" "Doctoral" "Education" "Divorced"
0 22 "Male" "Over $100" "Heterosexual" "College" "Computer" "Single"
1 42 "Male" "$30-39" "Heterosexual" "College" "Computer" "Other"
0 28 "Male" "Over $100" "Heterosexual" "College" "Management" "Single"
0 24 "Male" "$30-39" "Heterosexual" "Some College" "Computer" "Married"
0 26 "Male" "$20-29" "Heterosexual" "College" "Computer" "Divorced"
0 52 "Female" "$30-39" "Heterosexual" "College" "Education" "Married"
0 46 "Male" "$75-99" "Heterosexual" "Some College" "Professional" "Married"
1 48 "Male" "$50-74" "Heterosexual" "Some College" "Professional" "Married"
0 18 "Female" "Under $10" "Lesbian" "Some College" "Education" "Other"
0 32 "Female" "Over $100" "Heterosexual" "Masters" "Professional" "Married"
0 41 "Female" "$50-74" "Heterosexual" "College" "Professional" "Married"
0 53 "Male" "$75-99" "Heterosexual" "Professional" "Computer" "Divorced"
0 23 "Male" "$50-74" "Heterosexual" "College" "Management" "Single"
1 46 "Male" "Over $100" "Heterosexual" "Some College" "Professional" "Married"
0 24 "Male" "$75-99" "Heterosexual" "Some College" "Other" "Other"
0 33 "Female" "$40-49" "Heterosexual" "Some College" "Education" "Married"
0 16 "Male" "$50-74" "Heterosexual" "Some College" "Education" "Single"
0 35 "Male" "$40-49" "Heterosexual" "Masters" "Education" "Married"
0 27 "Male" "$75-99" "Heterosexual" "College" "Professional" "Married"
0 28 "Female" "$20-29" "Heterosexual" "Special" "Computer" "Married"
0 31 "Male" "Over $100" "Heterosexual" "Masters" "Management" "Other"
0 23 "Male" "Under $10" "Heterosexual" "Masters" "Education" "Single"
1 33 "Male" "$75-99" "Heterosexual" "College" "Education" "Divorced"
0 33 "Female" "$50-74" "Heterosexual" "Some College" "Computer" "Married"
0 22 "Male" "$40-49" "Heterosexual" "Some College" "Computer" "Other"
0 25 "Female" "$50-74" "Heterosexual" "Some College" "Other" "Married"
0 25 "Male" "$40-49" "Heterosexual" "College" "Professional" "Single"
0 31 "Male" "$40-49" "Heterosexual" "Masters" "Education" "Married"
1 28 "Female" "$30-39" "Heterosexual" "College" "Professional" "Single"
0 46 "Female" "Over $100" "Heterosexual" "Some College" "Management" "Married"
1 16 "Female" "Under $10" "Heterosexual" "High School" "Education" "Single"
0 34 "Male" "$40-49" "Heterosexual" "College" "Education" "Married"
0 18 "Male" "Over $100" "Heterosexual" "Some College" "Computer" "Single"
1 53 "Male" "$50-74" "Heterosexual" "College" "Management" "Married"
0 21 "Male" "$20-29" "Heterosexual" "College" "Education" "Married"
0 25 "Male" "$50-74" "Heterosexual" "College" "Computer" "Married"
1 37 "Male" "$50-74" "Gay male" "College" "Education" "Other"
0 35 "Male" "$10-19" "Heterosexual" "Some College" "Education" "Divorced"
1 56 "Male" "$50-74" "Heterosexual" "College" "Professional" "Married"
0 29 "Male" "$40-49" "Heterosexual" "Some College" "Computer" "Single"
0 25 "Male" "Under $10" "Heterosexual" "Masters" "Computer" "Single"
0 27 "Female" "$10-19" "Heterosexual" "Masters" "Education" "Single"
1 23 "Female" "$20-29" "Heterosexual" "Some College" "Management" "Single"
0 25 "Female" "$30-39" "Heterosexual" "College" "Professional" "Single"
0 48 "Male" "$40-49" "Heterosexual" "Professional" "Professional" "Divorced"
0 21 "Male" "$30-39" "Heterosexual" "High School" "Computer" "Single"
0 28 "Male" "$10-19" "Heterosexual" "Doctoral" "Education" "Single"
0 40 "Male" "Over $100" "Heterosexual" "Doctoral" "Education" "Married"
1 25 "Female" "$30-39" "Heterosexual" "College" "Professional" "Single"
1 53 "Male" "$30-39" "Heterosexual" "Some College" "Other" "Divorced"
0 37 "Male" "$50-74" "Heterosexual" "Special" "Computer" "Married"
0 24 "Male" "$30-39" "Heterosexual" "Some College" "Computer" "Divorced"
0 38 "Male" "$50-74" "Heterosexual" "College" "Professional" "Single"
1 22 "Female" "$20-29" "Heterosexual" "High School" "Other" "Married"
0 28 "Female" "Over $100" "Heterosexual" "College" "Computer" "Married"
0 45 "Female" "$30-39" "Heterosexual" "Masters" "Computer" "Single"
0 32 "Male" "$40-49" "Heterosexual" "Some College" "Other" "Married"
0 24 "Male" "Over $100" "Heterosexual" "College" "Computer" "Single"
0 16 "Male" "Over $100" "Heterosexual" "Grammar" "Computer" "Single"
0 26 "Male" "$30-39" "Heterosexual" "Some College" "Computer" "Married"
0 30 "Female" "$30-39" "Heterosexual" "Masters" "Computer" "Single"
1 21 "Male" "Under $10" "Heterosexual" "Some College" "Education" "Other"
1 18 "Female" "Under $10" "Heterosexual" "Some College" "Other" "Single"
0 40 "Male" "$50-74" "Heterosexual" "College" "Education" "Divorced"
0 55 "Male" "$75-99" "Heterosexual" "College" "Other" "Married"
1 64 "Male" "$50-74" "Heterosexual" "College" "Professional" "Married"
1 51 "Male" "$30-39" "Heterosexual" "Masters" "Management" "Married"
1 53 "Male" "$10-19" "Heterosexual" "College" "Other" "Divorced"
0 35 "Male" "$50-74" "Heterosexual" "Masters" "Computer" "Married"
0 66 "Male" "$75-99" "Heterosexual" "Masters" "Other" "Married"
0 34 "Male" "Over $100" "Heterosexual" "Professional" "Education" "Married"
0 62 "Female" "$75-99" "Heterosexual" "Other" "Professional" "Married"
0 24 "Female" "$10-19" "Bisexual" "College" "Education" "Single"
0 46 "Male" "$50-74" "Heterosexual" "High School" "Other" "Married"
0 56 "Male" "$75-99" "Heterosexual" "Doctoral" "Professional" "Divorced"
0 20 "Female" "Under $10" "Heterosexual" "Some College" "Education" "Single"
0 58 "Male" "$40-49" "Heterosexual" "College" "Other" "Married"
0 40 "Male" "$75-99" "Bisexual" "Doctoral" "Professional" "Married"
0 43 "Male" "$75-99" "Bisexual" "Some College" "Education" "Married"
1 45 "Female" "$40-49" "Heterosexual" "High School" "Other" "Married"
0 36 "Male" "$50-74" "Heterosexual" "Professional" "Professional" "Married"
0 27 "Male" "$30-39" "Bisexual" "Masters" "Computer" "Other"
0 53 "Male" "Over $100" "Heterosexual" "College" "Computer" "Married"
0 31 "Male" "$50-74" "Heterosexual" "Some College" "Computer" "Married"
0 52 "Male" "$50-74" "Heterosexual" "College" "Education" "Married"
0 55 "Male" "$75-99" "Heterosexual" "Doctoral" "Professional" "Married"
1 17 "Male" "$40-49" "Heterosexual" "High School" "Education" "Single"
0 14 "Male" "$30-39" "Heterosexual" "Grammar" "Education" "Single"
0 34 "Male" "$50-74" "Heterosexual" "Masters" "Computer" "Married"
1 38 "Female" "$40-49" "Heterosexual" "High School" "Other" "Married"
0 30 "Female" "$10-19" "Heterosexual" "College" "Education" "Single"
0 36 "Male" "$40-49" "Heterosexual" "Some College" "Management" "Married"
0 30 "Female" "$40-49" "Heterosexual" "Some College" "Other" "Married"
0 28 "Male" "$30-39" "Heterosexual" "College" "Computer" "Married"
0 36 "Male" "Over $100" "Heterosexual" "Professional" "Professional" "Married"
0 19 "Female" "$40-49" "Heterosexual" "High School" "Management" "Married"
0 43 "Male" "$50-74" "Heterosexual" "Some College" "Computer" "Married"
0 42 "Male" "$50-74" "Heterosexual" "High School" "Management" "Married"
1 32 "Female" "$50-74" "Heterosexual" "College" "Management" "Married"
0 40 "Male" "Over $100" "Heterosexual" "Masters" "Computer" "Married"
1 35 "Female" "$50-74" "Heterosexual" "High School" "Computer" "Other"
0 42 "Male" "$75-99" "Heterosexual" "High School" "Computer" "Single"
1 35 "Male" "$30-39" "Heterosexual" "Some College" "Other" "Single"
1 63 "Female" "$40-49" "Heterosexual" "Special" "Professional" "Widowed"
0 32 "Female" "$40-49" "Heterosexual" "Some College" "Professional" "Married"
0 21 "Female" "$10-19" "Heterosexual" "Some College" "Education" "Single"
0 16 "Male" "$50-74" "Heterosexual" "Other" "Computer" "Single"
0 33 "Male" "$50-74" "Heterosexual" "Masters" "Professional" "Married"
0 59 "Male" "$40-49" "Heterosexual" "Masters" "Computer" "Single"
1 26 "Female" "$20-29" "Heterosexual" "College" "Education" "Single"
1 36 "Female" "$50-74" "Heterosexual" "College" "Education" "Married"
0 19 "Male" "$10-19" "Heterosexual" "Some College" "Education" "Single"
0 32 "Female" "$20-29" "Heterosexual" "Some College" "Professional" "Married"
0 27 "Male" "$10-19" "Heterosexual" "Masters" "Education" "Single"
0 25 "Male" "$10-19" "Heterosexual" "High School" "Computer" "Single"
0 30 "Male" "$10-19" "Heterosexual" "Masters" "Computer" "Single"
0 24 "Female" "$40-49" "Heterosexual" "College" "Management" "Married"
0 26 "Male" "$30-39" "Heterosexual" "College" "Professional" "Married"
0 31 "Male" "$10-19" "Heterosexual" "College" "Other" "Single"
1 67 "Female" "$10-19" "Heterosexual" "College" "Professional" "Divorced"
0 30 "Female" "$40-49" "Heterosexual" "College" "Professional" "Single"
0 22 "Female" "$30-39" "Heterosexual" "College" "Computer" "Single"
0 25 "Male" "$50-74" "Heterosexual" "Masters" "Education" "Single"
0 33 "Male" "$50-74" "Heterosexual" "College" "Professional" "Married"
0 48 "Female" "$40-49" "Heterosexual" "Masters" "Professional" "Single"
0 30 "Male" "$20-29" "Heterosexual" "Doctoral" "Other" "Single"
0 39 "Male" "$50-74" "Heterosexual" "College" "Education" "Married"
1 25 "Female" "$10-19" "Heterosexual" "Other" "Other" "Divorced"
1 61 "Male" "Over $100" "Heterosexual" "Doctoral" "Education" "Married"
0 29 "Male" "$40-49" "Heterosexual" "Some College" "Computer" "Married"
0 21 "Male" "Under $10" "Heterosexual" "Some College" "Education" "Single"
0 39 "Female" "$10-19" "Heterosexual" "High School" "Professional" "Divorced"
0 28 "Male" "$75-99" "Heterosexual" "Some College" "Other" "Married"
0 36 "Male" "$40-49" "Heterosexual" "Doctoral" "Education" "Single"
0 49 "Male" "$50-74" "Heterosexual" "High School" "Management" "Married"
0 44 "Male" "$50-74" "Heterosexual" "Doctoral" "Education" "Married"
1 60 "Female" "$20-29" "Heterosexual" "Masters" "Other" "Married"
0 23 "Female" "$50-74" "Bisexual" "College" "Computer" "Single"
0 26 "Male" "$10-19" "Heterosexual" "Special" "Education" "Single"
0 36 "Female" "$20-29" "Heterosexual" "Some College" "Computer" "Divorced"
0 55 "Male" "Over $100" "Heterosexual" "College" "Professional" "Married"
0 47 "Male" "$50-74" "Heterosexual" "College" "Other" "Married"
0 18 "Male" "$75-99" "Heterosexual" "High School" "Computer" "Single"
0 42 "Male" "Over $100" "Heterosexual" "College" "Professional" "Married"
0 26 "Male" "$20-29" "Heterosexual" "Professional" "Professional" "Married"
0 41 "Male" "Over $100" "Heterosexual" "Masters" "Management" "Married"
0 59 "Male" "Over $100" "Heterosexual" "College" "Professional" "Married"
0 48 "Male" "$30-39" "Heterosexual" "Some College" "Computer" "Married"
0 31 "Male" "$30-39" "Heterosexual" "College" "Computer" "Divorced"
1 61 "Female" "$20-29" "Heterosexual" "Some College" "Other" "Married"
